locus,mf,condition,Growth rate (h-1)
b0025,3.548227422049988e-05,Glucosamine,0.46
b2436,1.17571906265077e-05,Glucosamine,0.46
b0414,5.014715715248794e-05,Glucosamine,0.46
b1927,4.8040133742719516e-05,Glucosamine,0.46
b1850,0.00046775919696858526,Glucosamine,0.46
b4305,3.52294314113277e-06,Glucosamine,0.46
b0271,1.3358528417931666e-05,Glucosamine,0.46
b2587,0.00010071571898692946,Glucosamine,0.46
b3128,2.8023411349919715e-06,Glucosamine,0.46
b3925,3.442876251561567e-05,Glucosamine,0.46
b3526,0.00012178595308461363,Glucosamine,0.46
b1516,2.836053509548269e-05,Glucosamine,0.46
b3571,2.8529096968264173e-06,Glucosamine,0.46
b2415,0.001390635450447142,Glucosamine,0.46
b4111,4.8882943106626944e-05,Glucosamine,0.46
b3204,0.00010324414707865125,Glucosamine,0.46
b4167,2.3935785934969063e-05,Glucosamine,0.46
b3648,4.424749160513644e-05,Glucosamine,0.46
b1098,2.347224078482e-05,Glucosamine,0.46
b2502,1.930033443347856e-05,Glucosamine,0.46
b2954,6.953177252235729e-05,Glucosamine,0.46
b3607,0.0001234715718124285,Glucosamine,0.46
b1767,0.00010324414707865125,Glucosamine,0.46
b0268,1.790969898303138e-05,Glucosamine,0.46
b2290,3.152107021013532e-05,Glucosamine,0.46
b2379,2.5958528408346695e-05,Glucosamine,0.46
b1748,4.298327755927535e-05,Glucosamine,0.46
b0809,0.0001778327757844529,Glucosamine,0.46
b0828,1.3232107013345574e-05,Glucosamine,0.46
b1329,4.108695649048381e-05,Glucosamine,0.46
b2677,2.3261538443843125e-06,Glucosamine,0.46
b1441,8.723076916441179e-06,Glucosamine,0.46
b3613,1.4875585272964937e-05,Glucosamine,0.46
b3893,3.607224077523503e-07,Glucosamine,0.46
b3608,7.75384614794772e-05,Glucosamine,0.46
b2281,7.54314380697088e-05,Glucosamine,0.46
b1650,2.1112374565879405e-05,Glucosamine,0.46
b0886,4.509030096904377e-05,Glucosamine,0.46
b0887,2.23344481435451e-05,Glucosamine,0.46
b0240,0.0001635050165980281,Glucosamine,0.46
b4037,0.00020943812693097918,Glucosamine,0.46
b1610,4.3404682241229105e-06,Glucosamine,0.46
b0865,0.00025452842790002337,Glucosamine,0.46
b3097,4.032842806296717e-05,Glucosamine,0.46
lasT,1.163076922192161e-05,Glucosamine,0.46
engB,0.0001778327757844529,Glucosamine,0.46
JW58,1.554983276409078e-05,Glucosamine,0.46
ygdL,1.268428092680582e-05,Glucosamine,0.46
b2685,1.694046821453796e-05,Glucosamine,0.46
b1290,5.436120397202478e-06,Glucosamine,0.46
b0795,2.1280936438660887e-05,Glucosamine,0.46
b3689,2.667491636766793e-05,Glucosamine,0.46
b4484,2.060668894753495e-05,Glucosamine,0.46
b0049,8.975919725613388e-06,Glucosamine,0.46
b2571,2.0311705670167373e-05,Glucosamine,0.46
b3869,4.46688962870901e-06,Glucosamine,0.46
b2782,1.7614715705663803e-05,Glucosamine,0.46
b1895,1.4791304336574143e-05,Glucosamine,0.46
b3923,5.1832775880302695e-05,Glucosamine,0.46
b2193,4.972575247053427e-05,Glucosamine,0.46
b1832,0.00013147826076954786,Glucosamine,0.46
b0481,7.669565211556978e-05,Glucosamine,0.46
b1257,5.141137119834903e-05,Glucosamine,0.46
b1784,1.2937123735977998e-05,Glucosamine,0.46
b1983,0.0002616923074932358,Glucosamine,0.46
b1976,0.0001230501671304745,Glucosamine,0.46
b0925,2.6211371217518872e-05,Glucosamine,0.46
b3910,9.818729089520763e-06,Glucosamine,0.46
b3999,1.5254849486723205e-05,Glucosamine,0.46
b1678,0.0001542341135950469,Glucosamine,0.46
b3848,8.301672234487504e-06,Glucosamine,0.46
b4056,1.8921070219720288e-05,Glucosamine,0.46
b4394,5.141137119834903e-05,Glucosamine,0.46
b0102,4.972575247053427e-05,Glucosamine,0.46
b3885,2.4483612021508823e-05,Glucosamine,0.46
b4055,2.9203344459390026e-05,Glucosamine,0.46
b4172,0.0001142006688094473,Glucosamine,0.46
b1519,2.642207355849575e-05,Glucosamine,0.46
b3244,7.88026755253382e-05,Glucosamine,0.46
b0773,4.214046819536802e-05,Glucosamine,0.46
b1055,5.646822738179319e-06,Glucosamine,0.46
b1834,1.2220735776656761e-05,Glucosamine,0.46
b2173,7.795986616143087e-06,Glucosamine,0.46
b2188,3.0046153823297446e-05,Glucosamine,0.46
b2293,0.00015634113700481572,Glucosamine,0.46
b3087,5.64682273817932e-05,Glucosamine,0.46
b2977,4.93043477885806e-05,Glucosamine,0.46
b3351,1.5591973232286174e-05,Glucosamine,0.46
b2428,2.0564548479339554e-05,Glucosamine,0.46
b3163,6.616053506672777e-05,Glucosamine,0.46
b0444,3.973846150823202e-05,Glucosamine,0.46
b3746,1.7530434769273107e-05,Glucosamine,0.46
b0927,9.987290962302249e-05,Glucosamine,0.46
b1088,0.00011967892967484484,Glucosamine,0.46
b1327,8.090969893510661e-06,Glucosamine,0.46
b1045,1.4327759186425087e-05,Glucosamine,0.46
b2690,1.0703678921623489e-05,Glucosamine,0.46
b4168,8.93377925741802e-05,Glucosamine,0.46
b0351,3.17317725511121e-05,Glucosamine,0.46
b1180,2.0395986606558163e-05,Glucosamine,0.46
b1102,1.0661538453428094e-05,Glucosamine,0.46
b3725,1.5844816041458354e-05,Glucosamine,0.46
b0478,4.424749160513644e-05,Glucosamine,0.46
b3469,7.627424743361611e-06,Glucosamine,0.46
b3610,0.0003674648826636088,Glucosamine,0.46
b3687,4.1466220704242174e-05,Glucosamine,0.46
b4219,0.00011125083603577154,Glucosamine,0.46
b2743,2.987759195051596e-05,Glucosamine,0.46
b3775,6.23678929291447e-05,Glucosamine,0.46
b2620,5.014715715248794e-05,Glucosamine,0.46
b3235,1.6645484937170383e-05,Glucosamine,0.46
b1654,0.00040412708999357965,Glucosamine,0.46
b0955,1.9216053497087863e-05,Glucosamine,0.46
b2777,1.8752508346938802e-05,Glucosamine,0.46
b2064,1.88367892833295e-05,Glucosamine,0.46
b0084,8.301672234487504e-06,Glucosamine,0.46
b0891,0.00011841471562898392,Glucosamine,0.46
b0181,0.0001849966553776653,Glucosamine,0.46
b0182,8.807357852831913e-06,Glucosamine,0.46
b4233,8.680936448245812e-05,Glucosamine,0.46
b0090,2.010100332919059e-05,Glucosamine,0.46
b0411,0.0002764414713616145,Glucosamine,0.46
b2032,1.951103677445544e-05,Glucosamine,0.46
b3197,1.5929096977849145e-05,Glucosamine,0.46
b0878,1.5381270891309293e-05,Glucosamine,0.46
b2346,5.773244142765419e-05,Glucosamine,0.46
b2131,3.619866217982112e-05,Glucosamine,0.46
b3621,1.154648828553082e-05,Glucosamine,0.46
b3788,5.9839464837422615e-06,Glucosamine,0.46
b3740,4.46688962870901e-05,Glucosamine,0.46
b3785,3.6409364520798e-05,Glucosamine,0.46
b0962,2.1575919716028463e-05,Glucosamine,0.46
b4000,0.007248160529603304,Glucosamine,0.46
b2580,1.3232107013345574e-05,Glucosamine,0.46
b3996,2.166020065241916e-05,Glucosamine,0.46
b3030,1.694046821453796e-05,Glucosamine,0.46
b2509,1.7151170555514745e-05,Glucosamine,0.46
b3438,0.0001390635450447142,Glucosamine,0.46
b0346,1.0914381262600275e-05,Glucosamine,0.46
b3995,4.93043477885806e-05,Glucosamine,0.46
b0506,3.244816051043334e-05,Glucosamine,0.46
b2714,8.512374575464336e-06,Glucosamine,0.46
b4480,1.812040132400826e-05,Glucosamine,0.46
b2573,4.761872906076585e-05,Glucosamine,0.46
b0394,5.773244142765419e-05,Glucosamine,0.46
b3287,7.585284275166246e-05,Glucosamine,0.46
b3259,3.5650836093281366e-05,Glucosamine,0.46
b0405,5.393979929007112e-05,Glucosamine,0.46
b3313,0.003029899663246962,Glucosamine,0.46
b3304,0.00041129096958679207,Glucosamine,0.46
b3186,0.00046354515014904857,Glucosamine,0.46
b3297,0.0009018060193808754,Glucosamine,0.46
b3342,0.00023851504998578275,Glucosamine,0.46
b2609,0.0034513043452006373,Glucosamine,0.46
b0023,0.0013484949822517754,Glucosamine,0.46
b2330,0.0002343010031662461,Glucosamine,0.46
b2597,0.00021575919716028467,Glucosamine,0.46
b0051,2.5157859512634663e-05,Glucosamine,0.46
b1430,2.9119063522999327e-05,Glucosamine,0.46
b3282,6.026086951937627e-05,Glucosamine,0.46
b1208,3.7505016693877516e-05,Glucosamine,0.46
b2746,0.00014117056845448298,Glucosamine,0.46
b0778,3.594581937064894e-05,Glucosamine,0.46
b0776,2.3640802657601487e-05,Glucosamine,0.46
b0048,3.0720401314423286e-05,Glucosamine,0.46
b2303,0.00011588628753726214,Glucosamine,0.46
b3867,2.675919730405872e-05,Glucosamine,0.46
b2574,7.627424743361611e-06,Glucosamine,0.46
b1709,1.3063545140564087e-05,Glucosamine,0.46
b0785,3.573511702967206e-05,Glucosamine,0.46
b0852,1.2305016713047455e-05,Glucosamine,0.46
b4088,2.026956520197198e-05,Glucosamine,0.46
b3748,3.99913043174043e-05,Glucosamine,0.46
b3386,6.784615379454253e-05,Glucosamine,0.46
b3523,0.00016771906341756475,Glucosamine,0.46
b2548,3.5945819370648945e-06,Glucosamine,0.46
b4238,1.5212709018527904e-05,Glucosamine,0.46
b2393,2.8613377904654874e-05,Glucosamine,0.46
b0523,0.00028866220713827146,Glucosamine,0.46
b2675,6.447491633891312e-06,Glucosamine,0.46
b1103,0.00021112374565879406,Glucosamine,0.46
b2559,5.8575250791561525e-06,Glucosamine,0.46
b2553,8.891638789222653e-05,Glucosamine,0.46
b1651,0.00014917725741160233,Glucosamine,0.46
b2026,0.00016139799318825928,Glucosamine,0.46
b2306,2.8992642118413233e-05,Glucosamine,0.46
b2679,0.00017024749150928653,Glucosamine,0.46
b1302,1.5086287613941717e-05,Glucosamine,0.46
b0608,4.184548491800044e-06,Glucosamine,0.46
b0923,4.6775919696858525e-05,Glucosamine,0.46
b4209,1.790969898303138e-06,Glucosamine,0.46
b3528,3.9780601976427414e-05,Glucosamine,0.46
b3924,4.298327755927535e-05,Glucosamine,0.46
b3355,6.616053506672777e-05,Glucosamine,0.46
b1765,0.000294140468003669,Glucosamine,0.46
b3850,2.5874247471955996e-05,Glucosamine,0.46
b3551,1.1377926412749336e-05,Glucosamine,0.46
b0894,9.481605343957803e-07,Glucosamine,0.46
b4153,3.3290969874340766e-05,Glucosamine,0.46
b3594,1.3358528417931666e-05,Glucosamine,0.46
b3049,1.9806020051823015e-06,Glucosamine,0.46
b0460,2.3682943125796792e-06,Glucosamine,0.46
b1178,3.17739130193075e-05,Glucosamine,0.46
b0196,6.70033444306352e-05,Glucosamine,0.46
b0821,1.1377926412749336e-05,Glucosamine,0.46
b1446,1.4917725741160327e-05,Glucosamine,0.46
b4537,2.46521738942903e-05,Glucosamine,0.46
b2958,2.461003342609491e-05,Glucosamine,0.46
b3602,0.00027981270881724323,Glucosamine,0.46
b3398,2.5242140449025457e-05,Glucosamine,0.46
cptA,1.841538460137583e-05,Glucosamine,0.46
wecC,1.9890300988213707e-05,Glucosamine,0.46
b1291,1.7867558514836078e-06,Glucosamine,0.46
b0737,3.586153843425815e-05,Glucosamine,0.46
b3911,1.3316387949736271e-05,Glucosamine,0.46
b1334,0.00011841471562898392,Glucosamine,0.46
b1490,7.585284275166246e-06,Glucosamine,0.46
b2369,4.846153842467318e-06,Glucosamine,0.46
b1914,1.719331102371014e-05,Glucosamine,0.46
b1990,2.7054180581426296e-05,Glucosamine,0.46
b2528,6.953177252235729e-05,Glucosamine,0.46
b0287,0.00016224080255216718,Glucosamine,0.46
b0453,0.0006658193974868144,Glucosamine,0.46
b0528,1.41170568454483e-05,Glucosamine,0.46
b0631,0.0002654849496308184,Glucosamine,0.46
b1251,0.00015381270891309297,Glucosamine,0.46
b1792,2.7349163858793872e-05,Glucosamine,0.46
b1875,2.6717056835863332e-05,Glucosamine,0.46
b2124,2.604280934473748e-06,Glucosamine,0.46
b0404,6.026086951937628e-06,Glucosamine,0.46
b1733,4.972575247053427e-06,Glucosamine,0.46
b4045,6.489632102086679e-05,Glucosamine,0.46
b4057,6.23678929291447e-05,Glucosamine,0.46
b3098,0.000906020066200413,Glucosamine,0.46
b1287,2.692775917684021e-05,Glucosamine,0.46
b2897,4.0791973213116225e-05,Glucosamine,0.46
b2910,5.941806015546896e-05,Glucosamine,0.46
b3385,9.987290962302249e-05,Glucosamine,0.46
b0223,1.3737792631689937e-05,Glucosamine,0.46
b1035,5.309698992616369e-05,Glucosamine,0.46
b1537,3.3375250810731464e-06,Glucosamine,0.46
b1624,2.3682943125796787e-05,Glucosamine,0.46
b1955,2.0311705670167373e-05,Glucosamine,0.46
b3156,8.385953170878237e-05,Glucosamine,0.46
b2811,2.23344481435451e-05,Glucosamine,0.46
b0212,4.8882943106626944e-05,Glucosamine,0.46
b0146,4.551170565099744e-06,Glucosamine,0.46
b4216,3.333311034253607e-05,Glucosamine,0.46
b3492,1.083010032620958e-05,Glucosamine,0.46
b4078,6.8688963158449855e-06,Glucosamine,0.46
b2700,1.1799331094703093e-05,Glucosamine,0.46
b1867,2.258729095271728e-06,Glucosamine,0.46
b1686,2.288227423008485e-05,Glucosamine,0.46
b3820,1.841538460137583e-05,Glucosamine,0.46
b1874,1.083010032620958e-05,Glucosamine,0.46
b4290,2.604280934473748e-06,Glucosamine,0.46
b0765,2.58321070037606e-06,Glucosamine,0.46
b1219,0.00014538461527401964,Glucosamine,0.46
b3290,1.820468226039895e-05,Glucosamine,0.46
b1495,3.4386622047420274e-06,Glucosamine,0.46
b4287,1.5002006677551022e-06,Glucosamine,0.46
b4046,1.740401336468702e-05,Glucosamine,0.46
b0604,2.1955183929786734e-05,Glucosamine,0.46
b1829,0.0001024013377147443,Glucosamine,0.46
b3686,2.3050836102866336e-06,Glucosamine,0.46
b0028,0.00015844816041458355,Glucosamine,0.46
b4389,1.3316387949736271e-05,Glucosamine,0.46
b1807,1.0240133771474431e-05,Glucosamine,0.46
b0096,2.82341136908966e-05,Glucosamine,0.46
b3250,1.0113712366888339e-05,Glucosamine,0.46
b3291,0.00024905016703462486,Glucosamine,0.46
b3967,1.4538461527401966e-05,Glucosamine,0.46
b0633,6.953177252235729e-05,Glucosamine,0.46
b1806,1.120936453996785e-05,Glucosamine,0.46
b0641,4.142408023604678e-05,Glucosamine,0.46
b4206,3.4681605324787855e-05,Glucosamine,0.46
b4211,4.635451501490485e-05,Glucosamine,0.46
b4220,1.6519063532584293e-05,Glucosamine,0.46
b0226,1.1462207349140126e-05,Glucosamine,0.46
b0440,0.0030804682250813982,Glucosamine,0.46
b4170,6.405351165695935e-06,Glucosamine,0.46
b3813,2.688561870864481e-05,Glucosamine,0.46
b0422,4.761872906076585e-05,Glucosamine,0.46
b3034,1.917391302889247e-05,Glucosamine,0.46
b1335,4.888294310662695e-06,Glucosamine,0.46
b0797,1.7109030087319446e-06,Glucosamine,0.46
b2467,0.0002772842807255215,Glucosamine,0.46
b1823,0.003160535114652601,Glucosamine,0.46
b0880,0.00021154515034074703,Glucosamine,0.46
b0623,0.0007669565211556979,Glucosamine,0.46
b2980,1.036655517606052e-05,Glucosamine,0.46
b2289,7.206020061407928e-06,Glucosamine,0.46
b3226,2.8866220713827143e-05,Glucosamine,0.46
b3481,5.6889632063746865e-05,Glucosamine,0.46
b1399,4.8040133742719515e-06,Glucosamine,0.46
b0113,8.554515043659712e-06,Glucosamine,0.46
b2157,1.5718394636872264e-05,Glucosamine,0.46
b3131,5.098996651639527e-06,Glucosamine,0.46
b3884,1.0661538453428094e-05,Glucosamine,0.46
b3604,1.626622072341202e-06,Glucosamine,0.46
b0730,6.8688963158449855e-06,Glucosamine,0.46
b2667,5.436120397202478e-06,Glucosamine,0.46
b3292,2.5579264194588423e-06,Glucosamine,0.46
b3056,1.226287624485206e-05,Glucosamine,0.46
b0884,0.0001871036787874341,Glucosamine,0.46
b1211,4.2056187258977325e-05,Glucosamine,0.46
b0611,8.93377925741802e-06,Glucosamine,0.46
b1716,0.0003324882940614537,Glucosamine,0.46
b3318,0.00011588628753726214,Glucosamine,0.46
b3185,0.0009608026748543885,Glucosamine,0.46
b3312,0.0019005351156110985,Glucosamine,0.46
b1089,0.0008849498321027286,Glucosamine,0.46
b3636,0.0008259531766292138,Glucosamine,0.46
b3307,0.0005857525079156152,Glucosamine,0.46
b3165,0.0016729765873561078,Glucosamine,0.46
b3311,0.0005688963206374686,Glucosamine,0.46
b3203,0.00018415384601375834,Glucosamine,0.46
b1269,2.566354513097912e-05,Glucosamine,0.46
b3289,1.668762540536578e-05,Glucosamine,0.46
b3651,4.256187287732168e-06,Glucosamine,0.46
b1809,0.0001386421403627612,Glucosamine,0.46
b2747,8.807357852831913e-06,Glucosamine,0.46
b0452,3.53558528159138e-05,Glucosamine,0.46
b1094,0.0015381270891309294,Glucosamine,0.46
b0036,2.1070234097684008e-06,Glucosamine,0.46
b2619,1.8583946474157318e-06,Glucosamine,0.46
b0029,3.270100331960562e-05,Glucosamine,0.46
b1249,6.110367888328361e-06,Glucosamine,0.46
b0009,9.481605343957804e-06,Glucosamine,0.46
b2418,3.274314378780092e-05,Glucosamine,0.46
b4039,2.060668894753495e-05,Glucosamine,0.46
b0777,2.646421402669115e-06,Glucosamine,0.46
b3973,3.683076920275167e-06,Glucosamine,0.46
b0826,1.0787959858014184e-05,Glucosamine,0.46
b3929,0.00016266220723412019,Glucosamine,0.46
b2103,2.9835451482320563e-06,Glucosamine,0.46
b2912,3.851638793056633e-06,Glucosamine,0.46
b2906,6.9953177204310945e-06,Glucosamine,0.46
b2802,2.6885618708644818e-06,Glucosamine,0.46
b3927,1.2599999990415029e-05,Glucosamine,0.46
b3223,7.922408020729186e-06,Glucosamine,0.46
b2704,3.6409364520798e-06,Glucosamine,0.46
b3149,3.6409364520798e-05,Glucosamine,0.46
b3432,4.340468224122911e-05,Glucosamine,0.46
b4119,5.2254180562256354e-06,Glucosamine,0.46
b1107,2.2924414698280252e-05,Glucosamine,0.46
b3450,5.6889632063746865e-06,Glucosamine,0.46
b3567,9.439464875762439e-07,Glucosamine,0.46
b3881,4.677591969685852e-06,Glucosamine,0.46
b0336,5.8153846109607864e-05,Glucosamine,0.46
b2500,6.194648824719103e-05,Glucosamine,0.46
b2827,7.121739125017196e-05,Glucosamine,0.46
b2676,7.2903009977986695e-06,Glucosamine,0.46
b0273,1.1293645476358639e-05,Glucosamine,0.46
b0388,7.037458188626461e-05,Glucosamine,0.46
b2479,5.562541801788577e-05,Glucosamine,0.46
b2242,3.1226086932767744e-06,Glucosamine,0.46
b4021,4.424749160513644e-05,Glucosamine,0.46
b2796,2.178662205700525e-05,Glucosamine,0.46
b4388,2.8613377904654874e-05,Glucosamine,0.46
b3089,4.256187287732168e-05,Glucosamine,0.46
b1015,4.129765883146069e-05,Glucosamine,0.46
b0864,9.987290962302249e-05,Glucosamine,0.46
b3809,6.23678929291447e-05,Glucosamine,0.46
b2441,1.3274247481540969e-05,Glucosamine,0.46
b0810,1.3484949822517753e-05,Glucosamine,0.46
b0200,4.340468224122911e-05,Glucosamine,0.46
b0261,1.9637458179041526e-05,Glucosamine,0.46
b3073,1.1841471562898394e-05,Glucosamine,0.46
b0855,1.6308361191607412e-05,Glucosamine,0.46
b1917,8.301672234487504e-05,Glucosamine,0.46
b1176,2.2629431420912676e-05,Glucosamine,0.46
b2412,0.0002962474914134368,Glucosamine,0.46
b1385,7.079598656821829e-06,Glucosamine,0.46
b1224,3.64936454571887e-06,Glucosamine,0.46
b2834,5.64682273817932e-05,Glucosamine,0.46
b3449,4.188762538619584e-05,Glucosamine,0.46
b0968,2.220802673895891e-05,Glucosamine,0.46
b4122,3.219531770126116e-06,Glucosamine,0.46
b2996,2.2292307675349702e-05,Glucosamine,0.46
b0851,3.2953846128777796e-05,Glucosamine,0.46
b3160,1.576053510506766e-05,Glucosamine,0.46
b0390,1.8331103664985048e-05,Glucosamine,0.46
b3509,3.801070231222197e-05,Glucosamine,0.46
b0806,0.00030678260846227895,Glucosamine,0.46
b1051,0.0005941806015546893,Glucosamine,0.46
b4406,8.638795980050447e-05,Glucosamine,0.46
b0329,0.000800668895711993,Glucosamine,0.46
b0389,2.9498327736757595e-05,Glucosamine,0.46
b1003,0.0001976387958362762,Glucosamine,0.46
b1063,4.108695649048381e-05,Glucosamine,0.46
b1667,0.0002932976586397611,Glucosamine,0.46
b2181,6.489632102086678e-06,Glucosamine,0.46
b2325,1.6055518382435235e-05,Glucosamine,0.46
b2449,4.551170565099744e-06,Glucosamine,0.46
b3383,2.3430100316624606e-06,Glucosamine,0.46
b3655,3.312240800155929e-05,Glucosamine,0.46
b1295,1.6982608682733354e-05,Glucosamine,0.46
b1375,1.331638794973627e-06,Glucosamine,0.46
gppA,1.7024749150928654e-05,Glucosamine,0.46
glsA,1.036655517606052e-05,Glucosamine,0.46
mlc,1.554983276409078e-05,Glucosamine,0.46
msbB,1.4201337781838995e-05,Glucosamine,0.46
gyrI,9.313043471176337e-05,Glucosamine,0.46
lpoB,0.00013569230758908544,Glucosamine,0.46
nmpC,4.551170565099744e-06,Glucosamine,0.46
trmB,6.23678929291447e-05,Glucosamine,0.46
ygiD,1.167290969011691e-05,Glucosamine,0.46
b4150,3.8137123716808054e-06,Glucosamine,0.46
b4348,3.6704347798165577e-06,Glucosamine,0.46
b0376,1.1293645476358639e-05,Glucosamine,0.46
b1192,2.2039464866177426e-05,Glucosamine,0.46
b3175,0.00016687625405365777,Glucosamine,0.46
b3839,5.267558524421002e-05,Glucosamine,0.46
b3981,1.7698996642054596e-05,Glucosamine,0.46
b4016,1.9089632092501675e-05,Glucosamine,0.46
b2696,5.562541801788577e-05,Glucosamine,0.46
b1968,1.2389297649438243e-06,Glucosamine,0.46
b0995,1.2515719054024335e-06,Glucosamine,0.46
b1969,4.074983274492084e-06,Glucosamine,0.46
b3511,5.436120397202478e-07,Glucosamine,0.46
b0804,1.5128428082137115e-06,Glucosamine,0.46
b0917,8.470234107268971e-05,Glucosamine,0.46
b2343,0.00016729765873561077,Glucosamine,0.46
b2909,9.102341130199497e-05,Glucosamine,0.46
b2959,0.0002958260867314838,Glucosamine,0.46
b3037,2.2250167207154313e-05,Glucosamine,0.46
b3346,8.090969893510663e-05,Glucosamine,0.46
b3698,5.436120397202477e-05,Glucosamine,0.46
b3834,4.761872906076585e-06,Glucosamine,0.46
b0357,2.486287623526709e-05,Glucosamine,0.46
b2524,0.00013232107013345576,Glucosamine,0.46
b0081,1.5128428082137114e-05,Glucosamine,0.46
b0636,4.256187287732168e-06,Glucosamine,0.46
b2946,2.3345819380233915e-05,Glucosamine,0.46
b3922,4.256187287732168e-05,Glucosamine,0.46
b1811,3.17739130193075e-06,Glucosamine,0.46
b2618,5.478260865397844e-06,Glucosamine,0.46
b1478,5.52040133359321e-06,Glucosamine,0.46
b4138,8.428093639073604e-05,Glucosamine,0.46
b2566,9.06020066200413e-06,Glucosamine,0.46
b4303,1.3737792631689934e-06,Glucosamine,0.46
b0822,1.2557859522219634e-05,Glucosamine,0.46
b2154,3.666220732997018e-05,Glucosamine,0.46
b2249,3.902207354891078e-05,Glucosamine,0.46
b3688,2.3303678912038523e-05,Glucosamine,0.46
b3032,5.604682269983943e-05,Glucosamine,0.46
b0355,9.565886280348584e-06,Glucosamine,0.46
b0829,5.899665547351528e-06,Glucosamine,0.46
b3198,2.2165886270763615e-05,Glucosamine,0.46
b4261,2.7433444795184567e-05,Glucosamine,0.46
b4262,2.1238795970465496e-05,Glucosamine,0.46
b3191,3.5103010006741616e-05,Glucosamine,0.46
b1400,2.3303678912038523e-06,Glucosamine,0.46
b4092,2.258729095271728e-06,Glucosamine,0.46
b0786,1.8288963196789744e-05,Glucosamine,0.46
b0901,3.940133776266915e-06,Glucosamine,0.46
b2063,9.355183939371705e-06,Glucosamine,0.46
b3714,2.7433444795184567e-05,Glucosamine,0.46
b3353,4.424749160513644e-06,Glucosamine,0.46
b3715,2.258729095271728e-06,Glucosamine,0.46
b3399,1.1799331094703093e-05,Glucosamine,0.46
b3017,8.217391298096762e-06,Glucosamine,0.46
b3195,6.82675584764962e-06,Glucosamine,0.46
b2165,1.550769229589548e-05,Glucosamine,0.46
b0496,8.47023410726897e-06,Glucosamine,0.46
b2211,2.166020065241916e-06,Glucosamine,0.46
b4291,1.0408695644255915e-06,Glucosamine,0.46
b1308,1.871036787874341e-05,Glucosamine,0.46
b0592,1.5170568550332511e-05,Glucosamine,0.46
b0152,1.1293645476358639e-05,Glucosamine,0.46
b1250,1.4369899654620482e-05,Glucosamine,0.46
b0047,3.6746488266360877e-06,Glucosamine,0.46
b0365,1.1967892967484485e-06,Glucosamine,0.46
b2471,7.922408020729185e-08,Glucosamine,0.46
b2495,0.0001403277590905751,Glucosamine,0.46
b1451,1.272642139500112e-06,Glucosamine,0.46
b1858,3.362809361990364e-05,Glucosamine,0.46
b2668,4.93043477885806e-05,Glucosamine,0.46
b4020,1.3021404672368695e-06,Glucosamine,0.46
b1757,1.390635450447142e-05,Glucosamine,0.46
b3366,2.692775917684021e-07,Glucosamine,0.46
b2730,2.1407357843246977e-06,Glucosamine,0.46
b2069,4.8040133742719515e-06,Glucosamine,0.46
b3932,6.911036784040353e-05,Glucosamine,0.46
b1939,3.3290969874340766e-06,Glucosamine,0.46
b4558,0.0001281070233139191,Glucosamine,0.46
b1887,6.1525083565237275e-06,Glucosamine,0.46
b4355,3.2279598637651954e-07,Glucosamine,0.46
b1076,1.0745819389818886e-05,Glucosamine,0.46
b1945,1.2052173903875274e-06,Glucosamine,0.46
b2435,9.102341130199497e-06,Glucosamine,0.46
b4149,1.1883612031093787e-05,Glucosamine,0.46
b0179,2.296655516647555e-05,Glucosamine,0.46
b2813,3.906421401710618e-06,Glucosamine,0.46
b3972,1.1462207349140126e-05,Glucosamine,0.46
b0088,3.147892974193992e-05,Glucosamine,0.46
b3821,4.167692304521895e-06,Glucosamine,0.46
b2253,3.9569899635450535e-06,Glucosamine,0.46
b0149.2,4.1466220704242174e-05,Glucosamine,0.46
b2038,2.9329765863976113e-05,Glucosamine,0.46
b3791,1.9216053497087863e-05,Glucosamine,0.46
b3633,1.154648828553082e-05,Glucosamine,0.46
b0192,3.775785950304979e-06,Glucosamine,0.46
b1961,6.405351165695935e-06,Glucosamine,0.46
b3066,3.973846150823203e-06,Glucosamine,0.46
b0472,1.0535117048842005e-05,Glucosamine,0.46
b3778,3.7420735757486815e-06,Glucosamine,0.46
b4361,1.0577257517037399e-05,Glucosamine,0.46
b0184,6.447491633891312e-06,Glucosamine,0.46
b0470,3.5145150474936915e-06,Glucosamine,0.46
b1844,3.691505013914237e-06,Glucosamine,0.46
b2496,2.920334445939002e-06,Glucosamine,0.46
b0360,3.3754515024489827e-06,Glucosamine,0.46
b2949,7.374581934189404e-06,Glucosamine,0.46
b1861,4.037056853116257e-05,Glucosamine,0.46
b4483,2.6759197304058722e-06,Glucosamine,0.46
b4378,2.8908361182022442e-06,Glucosamine,0.46
b1343,4.424749160513644e-07,Glucosamine,0.46
b2830,5.05685618344416e-06,Glucosamine,0.46
b3556,5.899665547351519e-05,Glucosamine,0.46
b0610,8.554515043659713e-05,Glucosamine,0.46
b4393,1.8036120387617472e-05,Glucosamine,0.46
b1422,5.731103674570053e-05,Glucosamine,0.46
b3071,1.0998662198991063e-05,Glucosamine,0.46
b1284,2.0227424733776678e-05,Glucosamine,0.46
b3743,8.723076916441179e-06,Glucosamine,0.46
b4479,8.385953170878237e-06,Glucosamine,0.46
b1512,3.046755850525111e-06,Glucosamine,0.46
b3641,2.3008695634670944e-05,Glucosamine,0.46
b1434,1.8752508346938805e-06,Glucosamine,0.46
b2561,1.036655517606052e-05,Glucosamine,0.46
b4212,1.1251505008163245e-06,Glucosamine,0.46
