locus,mf,condition,Growth rate (h-1)
b1685,1.0639217610153949e-05,Chemostat.mu.0.5,0.5
b1724,1.55464536396435e-05,Chemostat.mu.0.5,0.5
b1906,4.94847330704834e-08,Chemostat.mu.0.5,0.5
b2250,9.89694661409668e-07,Chemostat.mu.0.5,0.5
b2809,6.309303466486634e-05,Chemostat.mu.0.5,0.5
b3238,2.734031502144205e-06,Chemostat.mu.0.5,0.5
b3362,5.030947862165815e-07,Chemostat.mu.0.5,0.5
b3467,4.577337809019714e-06,Chemostat.mu.0.5,0.5
b4554,1.5134080864056168e-05,Chemostat.mu.0.5,0.5
b4360,1.6989758354199346e-05,Chemostat.mu.0.5,0.5
b1382,3.3031059324547657e-06,Chemostat.mu.0.5,0.5
b1760,1.5958826415230924e-05,Chemostat.mu.0.5,0.5
b4606,1.224747143494467e-09,Chemostat.mu.0.5,0.5
b3280,1.002065844677286e-05,Chemostat.mu.0.5,0.5
b1259,1.913409678725357e-06,Chemostat.mu.0.5,0.5
addB,1.030931938968401e-05,Chemostat.mu.0.5,0.5
yeiU,2.4577417425006733e-06,Chemostat.mu.0.5,0.5
glsA.2,2.8989806123791554e-07,Chemostat.mu.0.5,0.5
hemK,5.113422417283282e-07,Chemostat.mu.0.5,0.5
ilvG,9.278387450715635e-06,Chemostat.mu.0.5,0.5
B8LFD5,4.494863253902239e-06,Chemostat.mu.0.5,0.5
tusD,1.8639249456548761e-06,Chemostat.mu.0.5,0.5
tusE,3.8020769909154786e-05,Chemostat.mu.0.5,0.5
wecF,1.484541992114502e-06,Chemostat.mu.0.5,0.5
wecG,3.2989822046988965e-06,Chemostat.mu.0.5,0.5
yfhA,1.3154691541236814e-05,Chemostat.mu.0.5,0.5
zntB,5.23713424995949e-06,Chemostat.mu.0.5,0.5
b2470,1.4597996255792563e-07,Chemostat.mu.0.5,0.5
b0111,1.0474268499918978e-06,Chemostat.mu.0.5,0.5
b2075,8.618591009775861e-07,Chemostat.mu.0.5,0.5
b3514,3.026816172811234e-07,Chemostat.mu.0.5,0.5
b4002,2.4000095539184428e-09,Chemostat.mu.0.5,0.5
b4225,5.97940524601674e-06,Chemostat.mu.0.5,0.5
b2572,6.226828911369158e-06,Chemostat.mu.0.5,0.5
b1609,1.2123759602268395e-06,Chemostat.mu.0.5,0.5
b2340,3.447436403910341e-06,Chemostat.mu.0.5,0.5
b0803,2.0412452391574355e-07,Chemostat.mu.0.5,0.5
b2126,2.2762977212422347e-06,Chemostat.mu.0.5,0.5
b4224,3.74022107457737e-08,Chemostat.mu.0.5,0.5
b2218,1.5257792696732349e-06,Chemostat.mu.0.5,0.5
b2176,2.342277365336213e-06,Chemostat.mu.0.5,0.5
b4398,1.063921761015395e-06,Chemostat.mu.0.5,0.5
b0399,2.136090977542529e-06,Chemostat.mu.0.5,0.5
b1341,8.371167344423444e-06,Chemostat.mu.0.5,0.5
b1535,1.455675897823387e-07,Chemostat.mu.0.5,0.5
b1786,6.433015299162842e-07,Chemostat.mu.0.5,0.5
b1794,2.808258601749932e-07,Chemostat.mu.0.5,0.5
b2395,2.0701113334485503e-06,Chemostat.mu.0.5,0.5
b3954,5.896930690899275e-07,Chemostat.mu.0.5,0.5
b1040,1.2288708712503364e-08,Chemostat.mu.0.5,0.5
b3886,8.412404621982179e-07,Chemostat.mu.0.5,0.5
b0101,2.676299313561975e-06,Chemostat.mu.0.5,0.5
b0190,9.938183891655374e-08,Chemostat.mu.0.5,0.5
b0387,3.2989822046988965e-06,Chemostat.mu.0.5,0.5
b0354,7.628896348366194e-06,Chemostat.mu.0.5,0.5
b4512,1.8144402125843948e-09,Chemostat.mu.0.5,0.5
b0707,1.9010384954577393e-09,Chemostat.mu.0.5,0.5
b0780,8.206218234188494e-07,Chemostat.mu.0.5,0.5
b0866,8.989726507804486e-06,Chemostat.mu.0.5,0.5
b0906,3.381456759816362e-06,Chemostat.mu.0.5,0.5
b1233,3.554653325563052e-07,Chemostat.mu.0.5,0.5
b1279,1.4556758978233868e-05,Chemostat.mu.0.5,0.5
b1322,1.0886641275506311e-05,Chemostat.mu.0.5,0.5
b1383,7.257760850337568e-07,Chemostat.mu.0.5,0.5
b1777,4.577337809019714e-06,Chemostat.mu.0.5,0.5
b1868,5.4020833601944415e-08,Chemostat.mu.0.5,0.5
b1931,3.4391889483985925e-07,Chemostat.mu.0.5,0.5
b2187,1.0804166720388919e-05,Chemostat.mu.0.5,0.5
b2593,1.369077614950042e-06,Chemostat.mu.0.5,0.5
b2953,1.8103164848285155e-06,Chemostat.mu.0.5,0.5
b3354,3.0185687172994848e-09,Chemostat.mu.0.5,0.5
b3810,1.7237182019551704e-06,Chemostat.mu.0.5,0.5
b4411,0.001410314892508775,Chemostat.mu.0.5,0.5
b1438,7.463947238131242e-06,Chemostat.mu.0.5,0.5
b0966,2.787639962970565e-07,Chemostat.mu.0.5,0.5
b3199,9.113438340480696e-06,Chemostat.mu.0.5,0.5
b0956,4.494863253902239e-06,Chemostat.mu.0.5,0.5
b2324,2.2639265379746165e-06,Chemostat.mu.0.5,0.5
b1390,2.837124696041047e-07,Chemostat.mu.0.5,0.5
b3059,1.6371199190818256e-06,Chemostat.mu.0.5,0.5
b3832,1.0597980332595158e-06,Chemostat.mu.0.5,0.5
b4511,2.767021324191199e-06,Chemostat.mu.0.5,0.5
b1110,1.950523228528221e-07,Chemostat.mu.0.5,0.5
b0308,2.833000968285178e-08,Chemostat.mu.0.5,0.5
b4470,1.4680470810910048e-06,Chemostat.mu.0.5,0.5
b4472,2.6103196694679966e-06,Chemostat.mu.0.5,0.5
b4126,3.620632969657031e-06,Chemostat.mu.0.5,0.5
b1957,5.484557915311907e-07,Chemostat.mu.0.5,0.5
b4546,1.571140274987847e-06,Chemostat.mu.0.5,0.5
b4221,3.752592257844988e-06,Chemostat.mu.0.5,0.5
b4269,6.391778021604108e-07,Chemostat.mu.0.5,0.5
b0493,8.28869278930597e-06,Chemostat.mu.0.5,0.5
b4064,3.8639329072535775e-05,Chemostat.mu.0.5,0.5
b2267,1.1876335936916036e-05,Chemostat.mu.0.5,0.5
b4140,3.731973619065621e-06,Chemostat.mu.0.5,0.5
b2781,3.5793956920982977e-07,Chemostat.mu.0.5,0.5
b2033,1.55464536396435e-05,Chemostat.mu.0.5,0.5
b0483,2.8618670625762927e-06,Chemostat.mu.0.5,0.5
b0659,1.2907267875884455e-05,Chemostat.mu.0.5,0.5
b0790,1.063921761015395e-06,Chemostat.mu.0.5,0.5
b0847,2.2515553547069982e-07,Chemostat.mu.0.5,0.5
b1477,3.5711482365865496e-06,Chemostat.mu.0.5,0.5
b1971,3.7443448023332397e-06,Chemostat.mu.0.5,0.5
b2013,2.3876383706508253e-06,Chemostat.mu.0.5,0.5
b3685,1.4556758978233868e-05,Chemostat.mu.0.5,0.5
b2313,2.1773282551012713e-06,Chemostat.mu.0.5,0.5
b1461,1.4020674369970263e-05,Chemostat.mu.0.5,0.5
b1679,6.350540744045366e-07,Chemostat.mu.0.5,0.5
b0713,2.0453689669133148e-06,Chemostat.mu.0.5,0.5
b1962,1.4597996255792563e-07,Chemostat.mu.0.5,0.5
b4190,2.1278435220307898e-05,Chemostat.mu.0.5,0.5
b4374,5.402083360194441e-06,Chemostat.mu.0.5,0.5
b2473,1.3855725259735389e-06,Chemostat.mu.0.5,0.5
b3031,5.649507025546858e-06,Chemostat.mu.0.5,0.5
b3151,2.969083984229004e-06,Chemostat.mu.0.5,0.5
b4218,1.558769091720229e-05,Chemostat.mu.0.5,0.5
b2575,3.4020753985957288e-06,Chemostat.mu.0.5,0.5
b3085,1.426809803532272e-07,Chemostat.mu.0.5,0.5
b4377,3.8020769909154696e-07,Chemostat.mu.0.5,0.5
b1754,2.4371231037213066e-06,Chemostat.mu.0.5,0.5
b1793,7.628896348366184e-08,Chemostat.mu.0.5,0.5
b1973,1.921657134237106e-09,Chemostat.mu.0.5,0.5
b1768,4.742286919254655e-06,Chemostat.mu.0.5,0.5
b1389,1.7402131129786676e-09,Chemostat.mu.0.5,0.5
b0368,1.0020658446772861e-07,Chemostat.mu.0.5,0.5
b0451,2.2886689045098523e-07,Chemostat.mu.0.5,0.5
b0050,1.0185607557007829e-06,Chemostat.mu.0.5,0.5
b1216,9.608285671185531e-06,Chemostat.mu.0.5,0.5
b3408,1.835058851363761e-09,Chemostat.mu.0.5,0.5
b3425,4.329914143667297e-07,Chemostat.mu.0.5,0.5
b1186,7.670133625924925e-06,Chemostat.mu.0.5,0.5
b3503,1.2123759602268395e-06,Chemostat.mu.0.5,0.5
b1191,1.6000063692789619e-06,Chemostat.mu.0.5,0.5
b1705,4.701049641695923e-08,Chemostat.mu.0.5,0.5
b1797,8.783540120010802e-08,Chemostat.mu.0.5,0.5
b4292,6.515489854280317e-07,Chemostat.mu.0.5,0.5
b0055,1.5134080864056168e-05,Chemostat.mu.0.5,0.5
b0849,5.154659694842023e-06,Chemostat.mu.0.5,0.5
b2592.2,1.4061911647529056e-07,Chemostat.mu.0.5,0.5
b2302,4.329914143667298e-06,Chemostat.mu.0.5,0.5
b2012,0.00034763024982014556,Chemostat.mu.0.5,0.5
b1421,5.030947862165815e-07,Chemostat.mu.0.5,0.5
b1938,6.103117078692949e-07,Chemostat.mu.0.5,0.5
b1942,1.5958826415230923e-06,Chemostat.mu.0.5,0.5
b1881,8.082506401512285e-08,Chemostat.mu.0.5,0.5
b4316,4.907236029489606e-08,Chemostat.mu.0.5,0.5
b2817,3.014444989543616e-08,Chemostat.mu.0.5,0.5
b2828,4.123727755873614e-06,Chemostat.mu.0.5,0.5
b0915,1.934028317504724e-06,Chemostat.mu.0.5,0.5
b2328,4.288676866108564e-07,Chemostat.mu.0.5,0.5
b2701,3.979397284418038e-06,Chemostat.mu.0.5,0.5
b2963,1.641243646837695e-06,Chemostat.mu.0.5,0.5
b0635,5.525795192870649e-06,Chemostat.mu.0.5,0.5
b2134,1.8515537623872576e-09,Chemostat.mu.0.5,0.5
b3622,4.783524196813398e-06,Chemostat.mu.0.5,0.5
b2605,3.472178770445587e-07,Chemostat.mu.0.5,0.5
b2840,1.2412420545179544e-05,Chemostat.mu.0.5,0.5
b2865,4.1649650334323556e-07,Chemostat.mu.0.5,0.5
b1037,2.2969163600216006e-06,Chemostat.mu.0.5,0.5
b1193,1.1299014051093735e-05,Chemostat.mu.0.5,0.5
b3371,1.8680486734107456e-06,Chemostat.mu.0.5,0.5
b1118,9.278387450715639e-07,Chemostat.mu.0.5,0.5
b3208,2.9072280678908945e-08,Chemostat.mu.0.5,0.5
b1330,2.2762977212422347e-06,Chemostat.mu.0.5,0.5
b0869,9.690760226303014e-07,Chemostat.mu.0.5,0.5
b3152,1.2989742431001845e-06,Chemostat.mu.0.5,0.5
b1581,1.0597980332595162e-07,Chemostat.mu.0.5,0.5
b3623,2.2226892604158834e-06,Chemostat.mu.0.5,0.5
b2060,2.3134112710450975e-09,Chemostat.mu.0.5,0.5
b1655,3.3938279430839896e-08,Chemostat.mu.0.5,0.5
b1722,5.237134249959489e-07,Chemostat.mu.0.5,0.5
b2787,4.2474395885498223e-07,Chemostat.mu.0.5,0.5
b1099,2.2598028102187376e-06,Chemostat.mu.0.5,0.5
b0281,1.6948521076640553e-06,Chemostat.mu.0.5,0.5
b3635,8.371167344423444e-08,Chemostat.mu.0.5,0.5
b2961,4.94847330704834e-07,Chemostat.mu.0.5,0.5
b0714,9.154675618039429e-09,Chemostat.mu.0.5,0.5
b3998,1.369077614950042e-06,Chemostat.mu.0.5,0.5
b1633,6.55672713183905e-07,Chemostat.mu.0.5,0.5
b4201,7.835082736159868e-07,Chemostat.mu.0.5,0.5
b0467,1.117530221841746e-06,Chemostat.mu.0.5,0.5
b2822,1.7319656574669188e-06,Chemostat.mu.0.5,0.5
b2011,1.0927878553065098e-07,Chemostat.mu.0.5,0.5
b0398,1.6783571966405583e-06,Chemostat.mu.0.5,0.5
b1763,3.3897042153281106e-07,Chemostat.mu.0.5,0.5
b3811,3.4309414928868433e-06,Chemostat.mu.0.5,0.5
b2894,1.063921761015395e-06,Chemostat.mu.0.5,0.5
b0876,2.0412452391574355e-07,Chemostat.mu.0.5,0.5
b2212,5.69074430310559e-07,Chemostat.mu.0.5,0.5
b4259,1.83918257911963e-07,Chemostat.mu.0.5,0.5
b2755,4.008263378709153e-07,Chemostat.mu.0.5,0.5
b3652,3.4804262259573348e-06,Chemostat.mu.0.5,0.5
b0442,1.5092843586497474e-06,Chemostat.mu.0.5,0.5
b1111,5.69074430310559e-07,Chemostat.mu.0.5,0.5
b0464,2.309287543289228e-06,Chemostat.mu.0.5,0.5
b3237,8.61859100977586e-05,Chemostat.mu.0.5,0.5
b1987,2.0123791448663205e-06,Chemostat.mu.0.5,0.5
b1570,1.7113470186875524e-06,Chemostat.mu.0.5,0.5
b3842,4.412388698784773e-06,Chemostat.mu.0.5,0.5
b4089,5.855693413340532e-06,Chemostat.mu.0.5,0.5
b4063,1.6824809243964372e-07,Chemostat.mu.0.5,0.5
b4241,1.6948521076640553e-06,Chemostat.mu.0.5,0.5
b4324,1.7855741182932793e-06,Chemostat.mu.0.5,0.5
b1162,5.8144561357818e-07,Chemostat.mu.0.5,0.5
b1320,6.433015299162842e-06,Chemostat.mu.0.5,0.5
b3105,9.03096378536322e-07,Chemostat.mu.0.5,0.5
b1557,5.608269747988115e-07,Chemostat.mu.0.5,0.5
b0990,1.8680486734107456e-06,Chemostat.mu.0.5,0.5
b0487,4.783524196813398e-06,Chemostat.mu.0.5,0.5
b1384,8.536116454658385e-08,Chemostat.mu.0.5,0.5
b3410,1.307221698611933e-06,Chemostat.mu.0.5,0.5
b3406,7.051574462543884e-07,Chemostat.mu.0.5,0.5
b3773,9.154675618039428e-07,Chemostat.mu.0.5,0.5
b0345,2.564958664153394e-06,Chemostat.mu.0.5,0.5
b3021,1.9958842338428326e-06,Chemostat.mu.0.5,0.5
b2427,7.010337184985152e-07,Chemostat.mu.0.5,0.5
b1916,1.2494895100297028e-06,Chemostat.mu.0.5,0.5
b3239,2.6433094915149905e-06,Chemostat.mu.0.5,0.5
b4251,8.123743679071028e-06,Chemostat.mu.0.5,0.5
b1071,4.000015923197405e-06,Chemostat.mu.0.5,0.5
b4124,7.257760850337568e-07,Chemostat.mu.0.5,0.5
b2125,1.7690792072697825e-06,Chemostat.mu.0.5,0.5
b2381,2.2515553547069987e-06,Chemostat.mu.0.5,0.5
b3872,1.909285950969488e-08,Chemostat.mu.0.5,0.5
b4191,4.329914143667298e-06,Chemostat.mu.0.5,0.5
b2735,7.463947238131244e-08,Chemostat.mu.0.5,0.5
b1145,7.587659070807451e-07,Chemostat.mu.0.5,0.5
b2869,1.6824809243964375e-06,Chemostat.mu.0.5,0.5
b3887,5.154659694842023e-07,Chemostat.mu.0.5,0.5
b0953,4.164965033432356e-06,Chemostat.mu.0.5,0.5
b1804,8.948489230245744e-07,Chemostat.mu.0.5,0.5
b1717,5.030947862165815e-06,Chemostat.mu.0.5,0.5
b3299,0.00010268082112125314,Chemostat.mu.0.5,0.5
b2255,1.9299045897488546e-06,Chemostat.mu.0.5,0.5
b3260,2.2226892604158834e-06,Chemostat.mu.0.5,0.5
b2140,2.47423665352417e-09,Chemostat.mu.0.5,0.5
b3084,1.962894411795839e-06,Chemostat.mu.0.5,0.5
b1282,5.030947862165815e-06,Chemostat.mu.0.5,0.5
b1835,1.8474300346313788e-05,Chemostat.mu.0.5,0.5
b0859,1.1463963161328612e-07,Chemostat.mu.0.5,0.5
b3606,3.0350636283229827e-06,Chemostat.mu.0.5,0.5
b2785,4.3711514212260304e-07,Chemostat.mu.0.5,0.5
b2563,2.8288772405292983e-06,Chemostat.mu.0.5,0.5
b0175,1.2371183267620849e-05,Chemostat.mu.0.5,0.5
b1397,2.3793909151390763e-06,Chemostat.mu.0.5,0.5
b1253,3.892799001544693e-06,Chemostat.mu.0.5,0.5
b0377,1.2206234157385879e-06,Chemostat.mu.0.5,0.5
b1606,4.742286919254655e-06,Chemostat.mu.0.5,0.5
b1270,1.7690792072697824e-05,Chemostat.mu.0.5,0.5
b3058,1.1257776773534943e-05,Chemostat.mu.0.5,0.5
b1210,3.113414455684579e-07,Chemostat.mu.0.5,0.5
b3804,1.909285950969488e-06,Chemostat.mu.0.5,0.5
b0421,1.1505200438887398e-06,Chemostat.mu.0.5,0.5
b3187,1.3113454263678119e-05,Chemostat.mu.0.5,0.5
b0630,2.065987605692681e-07,Chemostat.mu.0.5,0.5
b3857,2.3917620984066945e-06,Chemostat.mu.0.5,0.5
b3856,9.567048393626836e-07,Chemostat.mu.0.5,0.5
b1398,2.593824758444509e-09,Chemostat.mu.0.5,0.5
b2955,9.814472058979195e-08,Chemostat.mu.0.5,0.5
b1993,4.577337809019714e-06,Chemostat.mu.0.5,0.5
b2265,8.536116454658387e-07,Chemostat.mu.0.5,0.5
b0921,4.37115142122603e-06,Chemostat.mu.0.5,0.5
b0068,4.618575086578447e-06,Chemostat.mu.0.5,0.5
b0837,1.950523228528221e-07,Chemostat.mu.0.5,0.5
b3437,8.618591009775861e-07,Chemostat.mu.0.5,0.5
b0403,2.754650140923571e-07,Chemostat.mu.0.5,0.5
b3666,9.814472058979195e-08,Chemostat.mu.0.5,0.5
b1521,1.3896962537294085e-06,Chemostat.mu.0.5,0.5
b3133,5.113422417283281e-06,Chemostat.mu.0.5,0.5
b1736,1.38144879821766e-07,Chemostat.mu.0.5,0.5
b3126,2.4371231037213066e-06,Chemostat.mu.0.5,0.5
b2615,1.2494895100297028e-06,Chemostat.mu.0.5,0.5
b3581,9.195912895598161e-06,Chemostat.mu.0.5,0.5
b4565,5.2783715275182324e-06,Chemostat.mu.0.5,0.5
b1280,3.901046457056442e-06,Chemostat.mu.0.5,0.5
b2172,1.967018139551718e-08,Chemostat.mu.0.5,0.5
b2739,8.701065564893327e-07,Chemostat.mu.0.5,0.5
b4485,7.298998127896301e-07,Chemostat.mu.0.5,0.5
b3806,4.824761474372131e-06,Chemostat.mu.0.5,0.5
b1493,2.5938247584445088e-06,Chemostat.mu.0.5,0.5
b0352,1.4927894476262505e-06,Chemostat.mu.0.5,0.5
b0576,4.37115142122603e-06,Chemostat.mu.0.5,0.5
b0711,1.5010369031379987e-05,Chemostat.mu.0.5,0.5
b3795,3.319600843478263e-06,Chemostat.mu.0.5,0.5
b2845,4.247439588549822e-09,Chemostat.mu.0.5,0.5
b0516,1.4886657198703715e-08,Chemostat.mu.0.5,0.5
b1634,3.4515601316662197e-09,Chemostat.mu.0.5,0.5
b1326,9.567048393626835e-06,Chemostat.mu.0.5,0.5
b1124,1.4350572590440206e-05,Chemostat.mu.0.5,0.5
b1918,2.746402685411832e-05,Chemostat.mu.0.5,0.5
b2870,9.44333656095058e-07,Chemostat.mu.0.5,0.5
b4335,1.191757321447473e-08,Chemostat.mu.0.5,0.5
b3543,1.3979437092411569e-05,Chemostat.mu.0.5,0.5
b3542,2.8494958793086648e-05,Chemostat.mu.0.5,0.5
b3478,3.4391889483985925e-07,Chemostat.mu.0.5,0.5
b2468,1.4309335312881413e-07,Chemostat.mu.0.5,0.5
b4256,8.412404621982177e-06,Chemostat.mu.0.5,0.5
b1254,4.123727755873613e-07,Chemostat.mu.0.5,0.5
b2017,2.734031502144205e-06,Chemostat.mu.0.5,0.5
b2748,9.03096378536322e-07,Chemostat.mu.0.5,0.5
b0188,2.4701129257683004e-06,Chemostat.mu.0.5,0.5
b3895,2.0536164224250628e-07,Chemostat.mu.0.5,0.5
b1225,2.065987605692681e-09,Chemostat.mu.0.5,0.5
b1227,3.5175397757601978e-09,Chemostat.mu.0.5,0.5
b2279,1.9752655950634663e-05,Chemostat.mu.0.5,0.5
b2277,1.03505566672428e-05,Chemostat.mu.0.5,0.5
b2276,3.884551546032945e-05,Chemostat.mu.0.5,0.5
b1392,2.0536164224250627e-09,Chemostat.mu.0.5,0.5
b0306,2.01237914486632e-09,Chemostat.mu.0.5,0.5
b3737,1.0804166720388919e-05,Chemostat.mu.0.5,0.5
b0429,5.030947862165815e-06,Chemostat.mu.0.5,0.5
b4468,2.1319672497866598e-09,Chemostat.mu.0.5,0.5
b2993,4.865998751930865e-07,Chemostat.mu.0.5,0.5
b3114,4.288676866108564e-06,Chemostat.mu.0.5,0.5
b2868,4.577337809019715e-08,Chemostat.mu.0.5,0.5
b1501,4.494863253902239e-06,Chemostat.mu.0.5,0.5
b4469,1.352582703926545e-08,Chemostat.mu.0.5,0.5
b1588,2.4041332816743217e-09,Chemostat.mu.0.5,0.5
b2278,4.247439588549822e-06,Chemostat.mu.0.5,0.5
b3338,1.1835098659357244e-06,Chemostat.mu.0.5,0.5
b1061,1.6123775525465799e-06,Chemostat.mu.0.5,0.5
b1566,3.3979516708398597e-07,Chemostat.mu.0.5,0.5
b2251,1.9876367783310845e-06,Chemostat.mu.0.5,0.5
b1813,1.5628928194760984e-06,Chemostat.mu.0.5,0.5
b1283,9.030963785363221e-05,Chemostat.mu.0.5,0.5
b2259,7.340235405455035e-08,Chemostat.mu.0.5,0.5
b1356,6.762913519632734e-06,Chemostat.mu.0.5,0.5
b2793,7.298998127896301e-06,Chemostat.mu.0.5,0.5
b0321,2.5402162976181484e-07,Chemostat.mu.0.5,0.5
b0378,1.195881049203352e-07,Chemostat.mu.0.5,0.5
b0802,6.391778021604108e-07,Chemostat.mu.0.5,0.5
b0853,3.4020753985957288e-06,Chemostat.mu.0.5,0.5
b1177,2.0000079615987027e-06,Chemostat.mu.0.5,0.5
b1205,3.303105932454766e-07,Chemostat.mu.0.5,0.5
b1255,2.4247519204536884e-06,Chemostat.mu.0.5,0.5
b1502,5.69074430310559e-09,Chemostat.mu.0.5,0.5
b1675,1.851553762387258e-06,Chemostat.mu.0.5,0.5
b1915,8.45364189954091e-06,Chemostat.mu.0.5,0.5
b2398,1.5381504529408624e-06,Chemostat.mu.0.5,0.5
b2399,3.826819357450715e-06,Chemostat.mu.0.5,0.5
b2432,3.764963441112615e-06,Chemostat.mu.0.5,0.5
b2510,5.0721851397245485e-06,Chemostat.mu.0.5,0.5
b2555,8.288692789305969e-07,Chemostat.mu.0.5,0.5
b2833,3.4804262259573348e-06,Chemostat.mu.0.5,0.5
b3130,6.103117078692948e-08,Chemostat.mu.0.5,0.5
b3459,7.711370903483659e-07,Chemostat.mu.0.5,0.5
b4555,2.0165028726221997e-09,Chemostat.mu.0.5,0.5
b3920,1.6247487358142074e-06,Chemostat.mu.0.5,0.5
b4023,6.226828911369158e-06,Chemostat.mu.0.5,0.5
b4188,6.55672713183905e-07,Chemostat.mu.0.5,0.5
b4518,1.8721724011666246e-07,Chemostat.mu.0.5,0.5
b1165,0.0,Chemostat.mu.0.5,0.5
b1172,2.76289759643532e-08,Chemostat.mu.0.5,0.5
b1586,1.4804182643586325e-07,Chemostat.mu.0.5,0.5
b1810,7.42270996057251e-07,Chemostat.mu.0.5,0.5
b3100,0.0,Chemostat.mu.0.5,0.5
b3207,2.676299313561975e-06,Chemostat.mu.0.5,0.5
b4031,1.690728379908186e-07,Chemostat.mu.0.5,0.5
b0627,7.42270996057251e-07,Chemostat.mu.0.5,0.5
b3497,3.088672089149343e-06,Chemostat.mu.0.5,0.5
cgtA,2.140214705298408e-05,Chemostat.mu.0.5,0.5
gatR,3.5134160480043196e-07,Chemostat.mu.0.5,0.5
yfdH,9.195912895598162e-07,Chemostat.mu.0.5,0.5
cas1,5.690744303105591e-06,Chemostat.mu.0.5,0.5
htrB,5.195896972400756e-08,Chemostat.mu.0.5,0.5
Mett,3.212383921825542e-06,Chemostat.mu.0.5,0.5
rmlA.2,4.2062023109910884e-06,Chemostat.mu.0.5,0.5
tusA,1.773202935025652e-05,Chemostat.mu.0.5,0.5
tusC,1.6742334688846891e-06,Chemostat.mu.0.5,0.5
wbbL,6.226828911369157e-07,Chemostat.mu.0.5,0.5
wecA,2.6556806747826087e-06,Chemostat.mu.0.5,0.5
ydfW,2.688670496829593e-06,Chemostat.mu.0.5,0.5
ygdG,3.62475669741291e-07,Chemostat.mu.0.5,0.5
ygfJ,2.70516540785309e-06,Chemostat.mu.0.5,0.5
b3988,0.004626746716893948,Chemostat.mu.0.35,0.35
b3987,0.005089421388583339,Chemostat.mu.0.35,0.35
b0118,0.014527984691047,Chemostat.mu.0.35,0.35
b2557,0.0018784591670589397,Chemostat.mu.0.35,0.35
b3212,0.0024568025066706886,Chemostat.mu.0.35,0.35
b0114,0.004034523137131518,Chemostat.mu.0.35,0.35
b1241,0.005644630994610618,Chemostat.mu.0.35,0.35
b3339,0.04719281651231825,Chemostat.mu.0.35,0.35
b3829,0.008605748893422742,Chemostat.mu.0.35,0.35
b4143,0.010410180113011416,Chemostat.mu.0.35,0.35
b0033,0.0016933892983831864,Chemostat.mu.0.35,0.35
b0903,0.003932734709359851,Chemostat.mu.0.35,0.35
b0014,0.007032655009678793,Chemostat.mu.0.35,0.35
b3168,0.0017812974860041725,Chemostat.mu.0.35,0.35
b3774,0.0074027947470303185,Chemostat.mu.0.35,0.35
b3956,0.0021838244503739404,Chemostat.mu.0.35,0.35
b2697,0.001059524998168713,Chemostat.mu.0.35,0.35
b3340,0.01189073906241742,Chemostat.mu.0.35,0.35
b3559,0.001281608840579628,Chemostat.mu.0.35,0.35
b2463,0.0019154731407940919,Chemostat.mu.0.35,0.35
b0911,0.005690898461779552,Chemostat.mu.0.35,0.35
b0642,0.0010225110244335607,Chemostat.mu.0.35,0.35
b0002,0.002239345410976674,Chemostat.mu.0.35,0.35
b0726,0.0022717326379949263,Chemostat.mu.0.35,0.35
b0026,0.001091912225186975,Chemostat.mu.0.35,0.35
b1415,0.012445948668444754,Chemostat.mu.0.35,0.35
b0098,0.000652371287082046,Chemostat.mu.0.35,0.35
b1866,0.000976243557264627,Chemostat.mu.0.35,0.35
b1713,0.00378467881441925,Chemostat.mu.0.35,0.35
b4258,0.0008050539287395464,Chemostat.mu.0.35,0.35
b3544,0.005552096060272732,Chemostat.mu.0.35,0.35
b0115,0.0031970819813737198,Chemostat.mu.0.35,0.35
b3942,0.0025215769607072032,Chemostat.mu.0.35,0.35
b2231,0.0006292375534975764,Chemostat.mu.0.35,0.35
b1136,0.009623633171139364,Chemostat.mu.0.35,0.35
b3732,0.00772666701721289,Chemostat.mu.0.35,0.35
b0932,0.0010363912645842415,Chemostat.mu.0.35,0.35
b1676,0.002003381328415078,Chemostat.mu.0.35,0.35
b4015,0.06708782739496222,Chemostat.mu.0.35,0.35
b1612,0.001725776525401439,Chemostat.mu.0.35,0.35
b1014,0.00016610020713649242,Chemostat.mu.0.35,0.35
b1732,0.0014944391895567429,Chemostat.mu.0.35,0.35
b0473,0.0009207225966618954,Chemostat.mu.0.35,0.35
b0170,0.0017905509794379536,Chemostat.mu.0.35,0.35
b2416,0.002484562986972051,Chemostat.mu.0.35,0.35
b3172,0.0009531098236801556,Chemostat.mu.0.35,0.35
b3926,0.0004904351519907586,Chemostat.mu.0.35,0.35
b2297,0.0008837086229267438,Chemostat.mu.0.35,0.35
b0436,0.0046128664767432674,Chemostat.mu.0.35,0.35
b0177,0.0009392295835294706,Chemostat.mu.0.35,0.35
b3164,0.0024105350395017457,Chemostat.mu.0.35,0.35
b4025,0.001438918228954019,Chemostat.mu.0.35,0.35
b0723,0.0028870899513418185,Chemostat.mu.0.35,0.35
b0439,0.0007772934484381834,Chemostat.mu.0.35,0.35
b4069,0.008050539287395462,Chemostat.mu.0.35,0.35
b1702,0.0014065310019357568,Chemostat.mu.0.35,0.35
b2507,0.0006616247805158345,Chemostat.mu.0.35,0.35
b0924,0.0003497820517971821,Chemostat.mu.0.35,0.35
b4391,0.0008698283827760618,Chemostat.mu.0.35,0.35
b3699,0.000522822379009016,Chemostat.mu.0.35,0.35
